timestamp,open,high,low,close,volume,close_time,quote_asset_volume,number_of_trades,taker_buy_base_asset_volume,taker_buy_quote_asset_volume,ignore
2023-01-01 00:00:00,1196.13,1196.7,1192.72,1194.09,5889.384,1672534799999.0,7036229.662778,15832.0,2550.8294,3046971.697395,0.0
2023-01-01 01:00:00,1194.09,1196.37,1193.84,1196.02,3157.2079,1672538399999.0,3773474.994579,8245.0,1583.8715,1892939.782829,0.0
2023-01-01 02:00:00,1196.01,1196.74,1194.11,1195.4,3752.0476,1672541999999.0,4484632.175954,8377.0,1771.7331,2117551.972758,0.0
2023-01-01 03:00:00,1195.41,1195.41,1191.71,1194.04,7493.4207,1672545599999.0,8941606.828967,10244.0,3409.5492,4068125.506566,0.0
2023-01-01 04:00:00,1194.05,1194.05,1190.57,1192.92,6409.2491,1672549199999.0,7641846.882229,10211.0,2832.3239,3377224.723354,0.0
2023-01-01 05:00:00,1192.92,1194.67,1192.71,1194.54,2316.3448,1672552799999.0,2765081.23703,7332.0,1203.6576,1436771.218447,0.0
2023-01-01 06:00:00,1194.55,1195.23,1193.81,1194.81,4102.0957,1672556399999.0,4899784.445077,12437.0,2464.4186,2943526.943054,0.0
2023-01-01 07:00:00,1194.81,1195.75,1193.04,1195.06,5826.7698,1672559999999.0,6960068.323581,10202.0,2978.3992,3557578.371255,0.0
2023-01-01 08:00:00,1195.07,1195.9,1194.17,1194.28,3124.6022,1672563599999.0,3734149.847429,7964.0,1508.1465,1802224.457374,0.0
2023-01-01 09:00:00,1194.27,1196.55,1193.98,1196.48,2763.9478,1672567199999.0,3303313.973067,8452.0,1498.1619,1790406.736775,0.0
2023-01-01 10:00:00,1196.47,1197.19,1195.59,1197.14,2006.5809,1672570799999.0,2400028.446332,7025.0,1017.4945,1216995.71412,0.0
2023-01-01 11:00:00,1197.14,1197.41,1195.72,1196.34,2854.0542,1672574399999.0,3414885.466884,7821.0,1370.1182,1639370.957917,0.0
2023-01-01 12:00:00,1196.35,1198.5,1195.83,1197.17,4418.7365,1672577999999.0,5289955.583378,9228.0,2360.9452,2826257.428783,0.0
2023-01-01 13:00:00,1197.16,1197.29,1193.54,1195.26,4804.449,1672581599999.0,5742834.498842,10193.0,1915.1418,2289290.678044,0.0
2023-01-01 14:00:00,1195.26,1195.86,1194.2,1194.5,3496.2584,1672585199999.0,4178623.539318,8320.0,1650.5311,1972652.969916,0.0
2023-01-01 15:00:00,1194.5,1196.81,1194.34,1196.81,2771.4134,1672588799999.0,3312992.416681,7903.0,1432.0601,1711801.363998,0.0
2023-01-01 16:00:00,1196.81,1198.35,1195.88,1197.34,8667.6825,1672592399999.0,10377660.301532,11497.0,5146.765,6161953.986749,0.0
2023-01-01 17:00:00,1197.35,1203.5,1197.34,1200.68,10429.0438,1672595999999.0,12522356.335459,13059.0,5530.1178,6638510.383249,0.0
2023-01-01 18:00:00,1200.67,1202.91,1200.67,1200.92,5269.1583,1672599599999.0,6331625.061731,9936.0,2781.0277,3341720.960609,0.0
2023-01-01 19:00:00,1200.93,1204.51,1200.92,1201.78,6650.6305,1672603199999.0,7999635.11174,11595.0,3761.8844,4524603.37985,0.0
2023-01-01 20:00:00,1201.77,1204.67,1201.39,1201.4,4423.7644,1672606799999.0,5320571.123451,9276.0,2152.6807,2589032.123537,0.0
2023-01-01 21:00:00,1201.4,1203.08,1200.65,1202.85,3422.5871,1672610399999.0,4113623.565895,8856.0,2137.2872,2568847.664886,0.0
2023-01-01 22:00:00,1202.85,1203.08,1200.45,1201.03,3264.0509,1672613999999.0,3924030.66585,8106.0,1582.5466,1902501.359552,0.0
2023-01-01 23:00:00,1201.04,1202.49,1199.36,1200.34,10448.589,1672617599999.0,12545986.167924,11040.0,5415.8095,6501820.047788,0.0
2023-01-02 00:00:00,1200.33,1201.04,1197.5,1198.16,6261.1079,1672621199999.0,7507532.816424,11561.0,2198.6757,2635937.208236,0.0
2023-01-02 01:00:00,1198.16,1198.31,1193.0,1195.16,13822.8726,1672624799999.0,16525026.990649,15510.0,6183.736,7391564.114635,0.0
2023-01-02 02:00:00,1195.15,1197.24,1194.46,1196.79,3160.0153,1672628399999.0,3779406.950809,8228.0,1622.2515,1940260.351776,0.0
2023-01-02 03:00:00,1196.79,1203.53,1196.56,1201.94,8910.252,1672631999999.0,10690986.971482,12033.0,4934.3438,5919574.967632,0.0
2023-01-02 04:00:00,1201.94,1202.95,1199.87,1201.85,6437.8861,1672635599999.0,7731939.015661,11121.0,4012.4859,4818986.949133,0.0
2023-01-02 05:00:00,1201.85,1202.99,1200.15,1202.35,4675.795,1672639199999.0,5618912.096306,9880.0,2854.159,3429760.612662,0.0
2023-01-02 06:00:00,1202.36,1204.19,1200.55,1201.58,5203.7224,1672642799999.0,6256143.761593,10193.0,2592.1621,3116480.326353,0.0
2023-01-02 07:00:00,1201.58,1220.0,1201.39,1213.09,49691.1187,1672646399999.0,60263985.398012,41385.0,28923.887,35078524.266864,0.0
2023-01-02 08:00:00,1213.08,1217.27,1212.74,1215.94,11518.089,1672649999999.0,13994580.785692,19315.0,6403.6595,7779876.502129,0.0
2023-01-02 09:00:00,1215.93,1219.32,1215.74,1217.18,13720.0055,1672653599999.0,16706460.883697,15732.0,5901.421,7185865.296867,0.0
2023-01-02 10:00:00,1217.18,1224.29,1216.61,1217.75,33278.1366,1672657199999.0,40593646.561157,24191.0,11693.0082,14262164.366965,0.0
2023-01-02 11:00:00,1217.74,1217.88,1214.29,1217.35,7768.1952,1672660799999.0,9447739.707832,12617.0,3449.1448,4194664.86128,0.0
2023-01-02 12:00:00,1217.35,1218.67,1216.61,1216.62,5725.8258,1672664399999.0,6971787.305567,11613.0,2849.3975,3469574.364892,0.0
2023-01-02 13:00:00,1216.62,1217.01,1214.04,1214.95,6919.2938,1672667999999.0,8410152.758808,11662.0,3249.1166,3949404.675177,0.0
2023-01-02 14:00:00,1214.95,1218.39,1214.92,1216.78,9916.8659,1672671599999.0,12063732.515522,14018.0,4770.7464,5803091.624089,0.0
2023-01-02 15:00:00,1216.77,1220.98,1215.45,1219.0,14366.9228,1672675199999.0,17507888.798071,15843.0,8024.5053,9779162.062385,0.0
2023-01-02 16:00:00,1219.0,1220.29,1216.26,1216.51,7288.0316,1672678799999.0,8879943.36149,10860.0,3854.3533,4696834.881311,0.0
2023-01-02 17:00:00,1216.52,1217.37,1215.74,1217.08,5356.3496,1672682399999.0,6516647.535069,9365.0,2239.5815,2724813.231438,0.0
2023-01-02 18:00:00,1217.09,1219.35,1216.66,1218.03,3683.9939,1672685999999.0,4487261.57587,8297.0,1809.4005,2204105.038401,0.0
2023-01-02 19:00:00,1218.04,1219.3,1217.38,1218.87,2832.7757,1672689599999.0,3451173.923561,7815.0,1381.0537,1682482.302438,0.0
2023-01-02 20:00:00,1218.88,1218.88,1216.61,1218.4,3148.2116,1672693199999.0,3834308.075295,8261.0,1418.835,1727821.7461,0.0
2023-01-02 21:00:00,1218.39,1223.85,1218.09,1219.79,6210.7274,1672696799999.0,7578705.183233,9867.0,3652.1454,4455802.89565,0.0
2023-01-02 22:00:00,1219.79,1220.31,1211.22,1215.11,12767.6245,1672700399999.0,15530501.006713,17138.0,4823.7021,5866629.094896,0.0
2023-01-02 23:00:00,1215.1,1217.11,1212.82,1214.0,10130.3211,1672703999999.0,12308973.548966,13495.0,4628.1716,5623793.869286,0.0
2023-01-03 00:00:00,1213.99,1216.81,1213.0,1215.55,5917.0908,1672707599999.0,7190137.865479,10854.0,2707.6749,3290395.679729,0.0
2023-01-03 01:00:00,1215.55,1215.79,1211.5,1214.14,7526.1063,1672711199999.0,9131870.051533,11352.0,3238.4755,3929049.927061,0.0
2023-01-03 02:00:00,1214.13,1215.22,1212.97,1214.22,4795.288,1672714799999.0,5823504.36546,9242.0,2222.312,2698916.788984,0.0
2023-01-03 03:00:00,1214.21,1216.21,1212.93,1215.59,6510.5641,1672718399999.0,7908307.687214,10433.0,3548.775,4311046.156239,0.0
2023-01-03 04:00:00,1215.58,1215.79,1213.41,1213.54,4289.5462,1672721999999.0,5210125.687664,8580.0,1713.8298,2081461.308542,0.0
2023-01-03 05:00:00,1213.55,1217.86,1213.43,1217.86,5559.7739,1672725599999.0,6761394.787374,9798.0,3068.1181,3731107.326857,0.0
2023-01-03 06:00:00,1217.85,1219.89,1216.46,1216.8,7585.1804,1672729199999.0,9239063.684116,11499.0,3726.9856,4539850.381112,0.0
2023-01-03 07:00:00,1216.8,1217.17,1215.29,1216.61,4094.1791,1672732799999.0,4980098.215276,9124.0,1854.9543,2256476.647797,0.0
2023-01-03 08:00:00,1216.61,1217.08,1213.99,1215.63,7372.5874,1672736399999.0,8959479.38177,12574.0,3088.8737,3753698.245039,0.0
2023-01-03 09:00:00,1215.64,1218.57,1215.63,1217.48,8999.9249,1672739999999.0,10950543.322867,12540.0,5415.0126,6587905.894479,0.0
2023-01-03 10:00:00,1217.49,1218.4,1215.73,1215.73,8359.9258,1672743599999.0,10172845.298896,10653.0,4293.8254,5224983.617955,0.0
2023-01-03 11:00:00,1215.73,1216.92,1214.19,1214.98,5146.4239,1672747199999.0,6255777.851136,9811.0,2067.011,2512552.820754,0.0
2023-01-03 12:00:00,1214.98,1216.5,1214.5,1215.35,5654.6408,1672750799999.0,6873346.333552,11520.0,2450.9265,2978933.287773,0.0
2023-01-03 13:00:00,1215.35,1217.84,1215.21,1216.4,9364.1492,1672754399999.0,11391542.352348,11793.0,6245.9521,7598074.186536,0.0
2023-01-03 14:00:00,1216.4,1219.24,1206.0,1210.33,26626.7998,1672757999999.0,32326206.383386,26723.0,12887.7667,15651032.710262,0.0
2023-01-03 15:00:00,1210.32,1212.15,1207.09,1211.76,16679.9534,1672761599999.0,20176021.059655,19837.0,7982.8023,9656046.888818,0.0
2023-01-03 16:00:00,1211.77,1212.76,1207.31,1207.71,12333.747,1672765199999.0,14917161.805515,17271.0,5279.303,6385280.827852,0.0
2023-01-03 17:00:00,1207.71,1209.74,1206.88,1208.75,6148.6412,1672768799999.0,7429861.336686,12204.0,2742.7235,3314138.145204,0.0
